cod;id;Ocup_2000;Ocup_2010;Ocup_2018;xcoord;ycoord;NM_MU;CODMU;COD_1;COD_UF;UF;COD_2;ANO;IVS_2000;IVS_INF_00;IVS_CPH_00;IVS_REN_00;IVS_2010;IVS_INF_10;IVS_CPH_10;IVS_REN_10;fid;MASC;FEM;POP;DOM_OCU;area;perimeter;URB_RURAL;Dens_Dom;Dens_hab;MRT;VTN_MED;VTN_MIN;VTN_MAX;IDEX
1007;F2240;1;1;1;-35,9451308138;-8,4541190722;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6284;137;183;320;107;40072,1655273438;800,7914802311;1;0,003;0,0079855929;MRT IV;5105,25;1578,52;8631,99;3
1008;F2241;1;1;1;-35,9452493105;-8,4539634797;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6284;137;183;320;107;40072,1655273438;800,7914802311;1;0,003;0,0079855929;MRT IV;5105,25;1578,52;8631,99;3
1009;F2242;1;1;1;-35,9453030093;-8,4538911343;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6284;137;183;320;107;40072,1655273438;800,7914802311;1;0,003;0,0079855929;MRT IV;5105,25;1578,52;8631,99;3
1010;F2243;1;1;1;-35,9453732546;-8,4538423331;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6284;137;183;320;107;40072,1655273438;800,7914802311;1;0,003;0,0079855929;MRT IV;5105,25;1578,52;8631,99;3
1011;F2244;1;1;1;-35,9453202135;-8,4537941188;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6284;137;183;320;107;40072,1655273438;800,7914802311;1;0,003;0,0079855929;MRT IV;5105,25;1578,52;8631,99;3
1012;F2245;1;1;1;-35,9453026986;-8,4537708403;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6284;137;183;320;107;40072,1655273438;800,7914802311;1;0,003;0,0079855929;MRT IV;5105,25;1578,52;8631,99;3
1013;F2237;1;1;1;-35,944954096;-8,4543565381;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6284;137;183;320;107;40072,1655273438;800,7914802311;1;0,003;0,0079855929;MRT IV;5105,25;1578,52;8631,99;3
1014;F2238;1;1;1;-35,9449926998;-8,4542990029;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6284;137;183;320;107;40072,1655273438;800,7914802311;1;0,003;0,0079855929;MRT IV;5105,25;1578,52;8631,99;3
1015;F2239;1;1;1;-35,9450191901;-8,454267511;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6284;137;183;320;107;40072,1655273438;800,7914802311;1;0,003;0,0079855929;MRT IV;5105,25;1578,52;8631,99;3
1016;F1005;1;1;1;-35,9451308146;-8,4541190722;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6284;137;183;320;107;40072,1655273438;800,7914802311;1;0,003;0,0079855929;MRT IV;5105,25;1578,52;8631,99;3
1017;F1006;1;1;1;-35,9452493113;-8,4539634797;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6284;137;183;320;107;40072,1655273438;800,7914802311;1;0,003;0,0079855929;MRT IV;5105,25;1578,52;8631,99;3
1018;F1007;1;1;1;-35,9453030101;-8,4538911343;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6284;137;183;320;107;40072,1655273438;800,7914802311;1;0,003;0,0079855929;MRT IV;5105,25;1578,52;8631,99;3
1019;F1008;1;1;1;-35,9453732554;-8,453842333;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6284;137;183;320;107;40072,1655273438;800,7914802311;1;0,003;0,0079855929;MRT IV;5105,25;1578,52;8631,99;3
1020;F1009;1;1;1;-35,9453202143;-8,4537941188;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6284;137;183;320;107;40072,1655273438;800,7914802311;1;0,003;0,0079855929;MRT IV;5105,25;1578,52;8631,99;3
1021;F1010;1;1;1;-35,9453026993;-8,4537708403;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6284;137;183;320;107;40072,1655273438;800,7914802311;1;0,003;0,0079855929;MRT IV;5105,25;1578,52;8631,99;3
1022;F2339;1;1;1;-35,9482366958;-8,4510597537;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6287;99;121;220;62;40072,4350585938;800,7941548211;1;0,002;0,0054900582;MRT IV;5105,25;1578,52;8631,99;3
1023;F2481;1;1;1;-35,9478953712;-8,451516223;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6287;99;121;220;62;40072,4350585938;800,7941548211;1;0,002;0,0054900582;MRT IV;5105,25;1578,52;8631,99;3
1024;F2482;1;1;1;-35,9475914903;-8,4519210167;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6288;14;12;26;7;40072,3117675781;800,7929217618;1;0;0,0006488271;MRT IV;5105,25;1578,52;8631,99;3
1025;F2483;1;1;1;-35,9474925348;-8,4520524985;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6288;14;12;26;7;40072,3117675781;800,7929217618;1;0;0,0006488271;MRT IV;5105,25;1578,52;8631,99;3
1026;F2484;1;1;1;-35,9473341717;-8,4522615943;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6288;14;12;26;7;40072,3117675781;800,7929217618;1;0;0,0006488271;MRT IV;5105,25;1578,52;8631,99;3
1027;F2485;1;1;1;-35,9471347874;-8,4525259611;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6288;14;12;26;7;40072,3117675781;800,7929217618;1;0;0,0006488271;MRT IV;5105,25;1578,52;8631,99;3
1028;F2337;1;1;1;-35,9483120751;-8,45096126;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6292;8;15;23;7;40072,4500732422;800,7942839763;1;0;0,0005739604;MRT IV;5105,25;1578,52;8631,99;3
1029;F2338;1;1;1;-35,9482715696;-8,4510154358;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6292;8;15;23;7;40072,4500732422;800,7942839763;1;0;0,0005739604;MRT IV;5105,25;1578,52;8631,99;3
1030;F2336;1;1;1;-35,9484946054;-8,4507189009;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6292;8;15;23;7;40072,4500732422;800,7942839763;1;0;0,0005739604;MRT IV;5105,25;1578,52;8631,99;3
1031;F3018;1;1;1;-35,9501764098;-8,4484856569;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6296;0;0;0;0;40072,5872802734;800,795634395;1;0;0;MRT IV;5105,25;1578,52;8631,99;3
1032;F2325;1;1;1;-35,9518489391;-8,4461742269;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6300;57;52;109;31;40072,7149658203;800,7968916554;1;0,001;0,0027200553;MRT IV;5105,25;1578,52;8631,99;3
1033;F2327;1;1;1;-35,9515040012;-8,4467104003;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6301;5;3;8;3;40072,5902099609;800,7956441062;1;0;0,0001996377;MRT IV;5105,25;1578,52;8631,99;3
1034;F2642;1;1;1;-35,9396741041;-8,4625412338;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6381;25;27;52;11;40071,8487548828;800,7884176055;1;0;0,0012976691;MRT IV;5105,25;1578,52;8631,99;3
1035;F2563;1;1;1;-35,9413628925;-8,4600728424;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6386;3;7;10;3;40071,8732910156;800,7886418947;1;0;0,0002495516;MRT IV;5105,25;1578,52;8631,99;3
1036;F3031;1;1;1;-35,9409946745;-8,4605291223;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6386;3;7;10;3;40071,8732910156;800,7886418947;1;0;0,0002495516;MRT IV;5105,25;1578,52;8631,99;3
1037;F2190;1;1;1;-35,9423088917;-8,4578106143;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6390;100;113;213;64;40072,0098876953;800,7899897029;1;0,002;0,0053154309;MRT IV;5105,25;1578,52;8631,99;3
1038;F2551;1;1;1;-35,9429963618;-8,4578977667;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6390;100;113;213;64;40072,0098876953;800,7899897029;1;0,002;0,0053154309;MRT IV;5105,25;1578,52;8631,99;3
1039;F2552;1;1;1;-35,9429144021;-8,458006324;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6390;100;113;213;64;40072,0098876953;800,7899897029;1;0,002;0,0053154309;MRT IV;5105,25;1578,52;8631,99;3
1040;F2553;1;1;1;-35,9428451171;-8,4580975052;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6390;100;113;213;64;40072,0098876953;800,7899897029;1;0,002;0,0053154309;MRT IV;5105,25;1578,52;8631,99;3
1041;F2554;1;1;1;-35,9427634333;-8,4582047937;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6390;100;113;213;64;40072,0098876953;800,7899897029;1;0,002;0,0053154309;MRT IV;5105,25;1578,52;8631,99;3
1042;F2555;1;1;1;-35,9427129191;-8,4582561849;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6390;100;113;213;64;40072,0098876953;800,7899897029;1;0,002;0,0053154309;MRT IV;5105,25;1578,52;8631,99;3
1043;F2557;1;1;1;-35,9422929894;-8,4588251829;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6390;100;113;213;64;40072,0098876953;800,7899897029;1;0,002;0,0053154309;MRT IV;5105,25;1578,52;8631,99;3
1044;F2559;1;1;1;-35,9420746292;-8,4591235889;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6390;100;113;213;64;40072,0098876953;800,7899897029;1;0,002;0,0053154309;MRT IV;5105,25;1578,52;8631,99;3
1045;F2556;1;1;1;-35,9425066383;-8,458545555;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6390;100;113;213;64;40072,0098876953;800,7899897029;1;0,002;0,0053154309;MRT IV;5105,25;1578,52;8631,99;3
1046;F2558;1;1;1;-35,9421990182;-8,4589586063;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6390;100;113;213;64;40072,0098876953;800,7899897029;1;0,002;0,0053154309;MRT IV;5105,25;1578,52;8631,99;3
1047;F2558;1;1;1;-35,942165752;-8,4590023315;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6390;100;113;213;64;40072,0098876953;800,7899897029;1;0,002;0,0053154309;MRT IV;5105,25;1578,52;8631,99;3
1048;F2191;1;1;1;-35,9423499474;-8,4577665667;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6395;100;115;215;65;40072,0333251953;800,7902001641;1;0,002;0,0053653379;MRT IV;5105,25;1578,52;8631,99;3
1049;F2192;1;1;1;-35,9423697113;-8,4577316688;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6395;100;115;215;65;40072,0333251953;800,7902001641;1;0,002;0,0053653379;MRT IV;5105,25;1578,52;8631,99;3
1050;F2193;1;1;1;-35,9423960572;-8,4576939045;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6395;100;115;215;65;40072,0333251953;800,7902001641;1;0,002;0,0053653379;MRT IV;5105,25;1578,52;8631,99;3
1051;F2194;1;1;1;-35,9424260328;-8,4576580295;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6395;100;115;215;65;40072,0333251953;800,7902001641;1;0,002;0,0053653379;MRT IV;5105,25;1578,52;8631,99;3
1052;F2195;1;1;1;-35,9424643661;-8,45760711;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6395;100;115;215;65;40072,0333251953;800,7902001641;1;0,002;0,0053653379;MRT IV;5105,25;1578,52;8631,99;3
1053;F2196;1;1;1;-35,9425236074;-8,4575275225;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6395;100;115;215;65;40072,0333251953;800,7902001641;1;0,002;0,0053653379;MRT IV;5105,25;1578,52;8631,99;3
1054;F2199;1;1;1;-35,9426804074;-8,4573216001;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6395;100;115;215;65;40072,0333251953;800,7902001641;1;0,002;0,0053653379;MRT IV;5105,25;1578,52;8631,99;3
1055;F2200;1;1;1;-35,9427118313;-8,4572813515;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6395;100;115;215;65;40072,0333251953;800,7902001641;1;0,002;0,0053653379;MRT IV;5105,25;1578,52;8631,99;3
1056;F2201;1;1;1;-35,9427382317;-8,4572431645;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6395;100;115;215;65;40072,0333251953;800,7902001641;1;0,002;0,0053653379;MRT IV;5105,25;1578,52;8631,99;3
1057;F2203;1;1;1;-35,9428408719;-8,457108563;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6395;100;115;215;65;40072,0333251953;800,7902001641;1;0,002;0,0053653379;MRT IV;5105,25;1578,52;8631,99;3
1058;F2204;1;1;1;-35,9430101097;-8,456881715;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6395;100;115;215;65;40072,0333251953;800,7902001641;1;0,002;0,0053653379;MRT IV;5105,25;1578,52;8631,99;3
1059;F2205;1;1;1;-35,9430593359;-8,4568161262;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6395;100;115;215;65;40072,0333251953;800,7902001641;1;0,002;0,0053653379;MRT IV;5105,25;1578,52;8631,99;3
1060;F3012;1;1;1;-35,9430896652;-8,4567558246;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6395;100;115;215;65;40072,0333251953;800,7902001641;1;0,002;0,0053653379;MRT IV;5105,25;1578,52;8631,99;3
1061;F2207;1;1;1;-35,9433158064;-8,4564770068;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6395;100;115;215;65;40072,0333251953;800,7902001641;1;0,002;0,0053653379;MRT IV;5105,25;1578,52;8631,99;3
1062;F2208;1;1;1;-35,9434616264;-8,4562876302;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6395;100;115;215;65;40072,0333251953;800,7902001641;1;0,002;0,0053653379;MRT IV;5105,25;1578,52;8631,99;3
1063;F2209;1;1;1;-35,9435753924;-8,456136087;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6395;100;115;215;65;40072,0333251953;800,7902001641;1;0,002;0,0053653379;MRT IV;5105,25;1578,52;8631,99;3
1064;F2548;1;1;1;-35,9431063229;-8,4577506909;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6395;100;115;215;65;40072,0333251953;800,7902001641;1;0,002;0,0053653379;MRT IV;5105,25;1578,52;8631,99;3
1065;F2549;1;1;1;-35,9430656426;-8,4578044744;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6395;100;115;215;65;40072,0333251953;800,7902001641;1;0,002;0,0053653379;MRT IV;5105,25;1578,52;8631,99;3
1066;F2550;1;1;1;-35,9430345214;-8,4578420935;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6395;100;115;215;65;40072,0333251953;800,7902001641;1;0,002;0,0053653379;MRT IV;5105,25;1578,52;8631,99;3
1067;F2209;1;1;1;-35,9437166591;-8,4559470223;AGRESTINA;2600302;260030;26;Pernambuco;2600302;2000;0,587;0,309;0,716;0,736;0,435;0,209;0,576;0,521;6400;228;273;501;152;40072,0272216797;800,7901191856;1;0,004;0,012502487;MRT IV;5105,25;1578,52;8631,99;3
1068;F3590;1;1;0;-36,0297448257;-8,8688208701;QUIPAPÃƒÂ;2611507;261150;26;Pernambuco;2611507;2000;0,692;0,474;0,863;0,74;0,536;0,381;0,603;0,624;6691;18;28;46;8;1001953,75842285;4004,2801510579;0;0;4,591030236E-005;MRT III;8363,26;6089,32;10637,19;105
1069;F3591;1;1;0;-36,0297458265;-8,8687067866;QUIPAPÃƒÂ;2611507;261150;26;Pernambuco;2611507;2000;0,692;0,474;0,863;0,74;0,536;0,381;0,603;0,624;6691;18;28;46;8;1001953,75842285;4004,2801510579;0;0;4,591030236E-005;MRT III;8363,26;6089,32;10637,19;105
1070;F3592;1;1;0;-36,0297331451;-8,8685869484;QUIPAPÃƒÂ;2611507;261150;26;Pernambuco;2611507;2000;0,692;0,474;0,863;0,74;0,536;0,381;0,603;0,624;6691;18;28;46;8;1001953,75842285;4004,2801510579;0;0;4,591030236E-005;MRT III;8363,26;6089,32;10637,19;105
1071;F3593;1;1;0;-36,0297487285;-8,868452352;QUIPAPÃƒÂ;2611507;261150;26;Pernambuco;2611507;2000;0,692;0,474;0,863;0,74;0,536;0,381;0,603;0,624;6691;18;28;46;8;1001953,75842285;4004,2801510579;0;0;4,591030236E-005;MRT III;8363,26;6089,32;10637,19;105
1072;F3594;1;1;0;-36,0296553185;-8,8680329117;QUIPAPÃƒÂ;2611507;261150;26;Pernambuco;2611507;2000;0,692;0,474;0,863;0,74;0,536;0,381;0,603;0,624;6691;18;28;46;8;1001953,75842285;4004,2801510579;0;0;4,591030236E-005;MRT III;8363,26;6089,32;10637,19;105
1073;F3458;1;1;0;-36,0125114264;-8,8108902789;QUIPAPÃƒÂ;2611507;261150;26;Pernambuco;2611507;2000;0,692;0,474;0,863;0,74;0,536;0,381;0,603;0,624;6755;0;0;0;0;1001928,77368164;4004,2267520387;0;0;0;MRT III;8363,26;6089,32;10637,19;105
1074;F3458;1;1;0;-36,0124635671;-8,81080061;QUIPAPÃƒÂ;2611507;261150;26;Pernambuco;2611507;2000;0,692;0,474;0,863;0,74;0,536;0,381;0,603;0,624;6755;0;0;0;0;1001928,77368164;4004,2267520387;0;0;0;MRT III;8363,26;6089,32;10637,19;105
1075;F3007;1;1;1;-36,0226595699;-8,7212606864;PANELAS;2610202;261020;26;Pernambuco;2610202;2000;0,59;0,348;0,676;0,745;0,484;0,235;0,579;0,637;6765;24;22;46;11;1001940,80212402;4004,2458202638;0;0;4,5910896035E-005;MRT V;2395,28;1258,93;3531,64;95
1076;F3502;1;1;1;-36,0272306434;-8,7129278535;PANELAS;2610202;261020;26;Pernambuco;2610202;2000;0,59;0,348;0,676;0,745;0,484;0,235;0,579;0,637;6766;138;122;260;58;1001942,05664063;4004,2478237405;0;0;0,000259496;MRT V;2395,28;1258,93;3531,64;95
1077;F3503;1;1;1;-36,027295541;-8,7129744831;PANELAS;2610202;261020;26;Pernambuco;2610202;2000;0,59;0,348;0,676;0,745;0,484;0,235;0,579;0,637;6766;138;122;260;58;1001942,05664063;4004,2478237405;0;0;0,000259496;MRT V;2395,28;1258,93;3531,64;95
1078;F3512;1;1;1;-36,0274311365;-8,7133856606;PANELAS;2610202;261020;26;Pernambuco;2610202;2000;0,59;0,348;0,676;0,745;0,484;0,235;0,579;0,637;6766;138;122;260;58;1001942,05664063;4004,2478237405;0;0;0,000259496;MRT V;2395,28;1258,93;3531,64;95
1079;F3514;1;1;1;-36,0274538665;-8,7134575919;PANELAS;2610202;261020;26;Pernambuco;2610202;2000;0,59;0,348;0,676;0,745;0,484;0,235;0,579;0,637;6766;138;122;260;58;1001942,05664063;4004,2478237405;0;0;0,000259496;MRT V;2395,28;1258,93;3531,64;95
1080;F3515;1;1;1;-36,0274598795;-8,7135172283;PANELAS;2610202;261020;26;Pernambuco;2610202;2000;0,59;0,348;0,676;0,745;0,484;0,235;0,579;0,637;6766;138;122;260;58;1001942,05664063;4004,2478237405;0;0;0,000259496;MRT V;2395,28;1258,93;3531,64;95
1081;F3516;1;1;1;-36,0274634081;-8,7136060495;PANELAS;2610202;261020;26;Pernambuco;2610202;2000;0,59;0,348;0,676;0,745;0,484;0,235;0,579;0,637;6766;138;122;260;58;1001942,05664063;4004,2478237405;0;0;0,000259496;MRT V;2395,28;1258,93;3531,64;95
1082;F3518;1;1;1;-36,0274551116;-8,7137752625;PANELAS;2610202;261020;26;Pernambuco;2610202;2000;0,59;0,348;0,676;0,745;0,484;0,235;0,579;0,637;6766;138;122;260;58;1001942,05664063;4004,2478237405;0;0;0,000259496;MRT V;2395,28;1258,93;3531,64;95
1083;F3519;1;1;1;-36,0274470574;-8,7138785867;PANELAS;2610202;261020;26;Pernambuco;2610202;2000;0,59;0,348;0,676;0,745;0,484;0,235;0,579;0,637;6766;138;122;260;58;1001942,05664063;4004,2478237405;0;0;0,000259496;MRT V;2395,28;1258,93;3531,64;95
1084;F3520;1;1;1;-36,0274367857;-8,7139490809;PANELAS;2610202;261020;26;Pernambuco;2610202;2000;0,59;0,348;0,676;0,745;0,484;0,235;0,579;0,637;6766;138;122;260;58;1001942,05664063;4004,2478237405;0;0;0,000259496;MRT V;2395,28;1258,93;3531,64;95
1085;F3521;1;1;1;-36,0274312694;-8,7139946215;PANELAS;2610202;261020;26;Pernambuco;2610202;2000;0,59;0,348;0,676;0,745;0,484;0,235;0,579;0,637;6766;138;122;260;58;1001942,05664063;4004,2478237405;0;0;0,000259496;MRT V;2395,28;1258,93;3531,64;95
1086;F3522;1;1;1;-36,0274102026;-8,7140417638;PANELAS;2610202;261020;26;Pernambuco;2610202;2000;0,59;0,348;0,676;0,745;0,484;0,235;0,579;0,637;6766;138;122;260;58;1001942,05664063;4004,2478237405;0;0;0,000259496;MRT V;2395,28;1258,93;3531,64;95
1087;F3523;1;1;1;-36,0274025197;-8,7140810647;PANELAS;2610202;261020;26;Pernambuco;2610202;2000;0,59;0,348;0,676;0,745;0,484;0,235;0,579;0,637;6766;138;122;260;58;1001942,05664063;4004,2478237405;0;0;0,000259496;MRT V;2395,28;1258,93;3531,64;95
1088;F3524;1;1;1;-36,0273968652;-8,7141161757;PANELAS;2610202;261020;26;Pernambuco;2610202;2000;0,59;0,348;0,676;0,745;0,484;0,235;0,579;0,637;6766;138;122;260;58;1001942,05664063;4004,2478237405;0;0;0,000259496;MRT V;2395,28;1258,93;3531,64;95
1089;F3525;1;1;1;-36,027389186;-8,7141529685;PANELAS;2610202;261020;26;Pernambuco;2610202;2000;0,59;0,348;0,676;0,745;0,484;0,235;0,579;0,637;6766;138;122;260;58;1001942,05664063;4004,2478237405;0;0;0,000259496;MRT V;2395,28;1258,93;3531,64;95
1090;F3526;1;1;1;-36,0273810106;-8,7141894729;PANELAS;2610202;261020;26;Pernambuco;2610202;2000;0,59;0,348;0,676;0,745;0,484;0,235;0,579;0,637;6766;138;122;260;58;1001942,05664063;4004,2478237405;0;0;0,000259496;MRT V;2395,28;1258,93;3531,64;95
1091;F3527;1;1;1;-36,0273753248;-8,714227739;PANELAS;2610202;261020;26;Pernambuco;2610202;2000;0,59;0,348;0,676;0,745;0,484;0,235;0,579;0,637;6766;138;122;260;58;1001942,05664063;4004,2478237405;0;0;0,000259496;MRT V;2395,28;1258,93;3531,64;95
1092;F3528;1;1;1;-36,0273679046;-8,7142685924;PANELAS;2610202;261020;26;Pernambuco;2610202;2000;0,59;0,348;0,676;0,745;0,484;0,235;0,579;0,637;6766;138;122;260;58;1001942,05664063;4004,2478237405;0;0;0,000259496;MRT V;2395,28;1258,93;3531,64;95
1093;F3529;1;1;1;-36,0273615535;-8,7143087217;PANELAS;2610202;261020;26;Pernambuco;2610202;2000;0,59;0,348;0,676;0,745;0,484;0,235;0,579;0,637;6766;138;122;260;58;1001942,05664063;4004,2478237405;0;0;0,000259496;MRT V;2395,28;1258,93;3531,64;95
1094;F3530;1;1;1;-36,027355096;-8,714344937;PANELAS;2610202;261020;26;Pernambuco;2610202;2000;0,59;0,348;0,676;0,745;0,484;0,235;0,579;0,637;6766;138;122;260;58;1001942,05664063;4004,2478237405;0;0;0,000259496;MRT V;2395,28;1258,93;3531,64;95
1095;F3531;1;1;1;-36,0273481827;-8,7143804088;PANELAS;2610202;261020;26;Pernambuco;2610202;2000;0,59;0,348;0,676;0,745;0,484;0,235;0,579;0,637;6766;138;122;260;58;1001942,05664063;4004,2478237405;0;0;0,000259496;MRT V;2395,28;1258,93;3531,64;95
1096;F3532;1;1;1;-36,0273407487;-8,7144226505;PANELAS;2610202;261020;26;Pernambuco;2610202;2000;0,59;0,348;0,676;0,745;0,484;0,235;0,579;0,637;6766;138;122;260;58;1001942,05664063;4004,2478237405;0;0;0,000259496;MRT V;2395,28;1258,93;3531,64;95
